extension_id,loan_number,extension_sequence,extension_request_date,extension_days,extension_fee_percent,extension_fee_amount,requested_by_role,approved_by_employee_id,reason_code,lock_expiration_date_before,lock_expiration_date_after
92308,70005795,1,2023-04-06,5,0.00125,434.68,Loan Officer,135,Appraisal Delay,2023-04-09,2023-04-14
92309,70005795,2,2023-04-13,5,0.00125,434.68,Processor,133,Appraisal Delay,2023-04-14,2023-04-19
92310,70005795,3,2023-04-15,15,0.0025,869.35,Broker,134,Borrower Delay,2023-04-19,2023-05-04
92311,70005795,4,2023-05-02,15,0.0025,869.35,Loan Officer,135,Appraisal Delay,2023-05-04,2023-05-19
92312,70005799,1,2023-04-25,15,0.0025,780.03,Loan Officer,128,Borrower Delay,2023-04-29,2023-05-14
92313,70005800,1,2023-03-20,5,0.00125,336.09,Loan Officer,133,Appraisal Delay,2023-03-21,2023-03-26
92314,70005804,1,2023-04-29,5,0.00125,559.21,Loan Officer,132,Borrower Delay,2023-05-02,2023-05-07
92315,70005806,1,2023-02-17,15,0.0025,874.58,Broker,139,Title Issues,2023-02-18,2023-03-05
92316,70005810,1,2023-05-12,5,0.00125,337.01,Broker,130,Underwriting Conditions,2023-05-15,2023-05-20
92317,70005814,1,2023-02-18,5,0.00125,527.38,Loan Officer,127,Rate Shopping,2023-02-20,2023-02-25
92318,70005815,1,2023-04-08,5,0.00125,728.27,Processor,126,Borrower Delay,2023-04-09,2023-04-14
92319,70005815,2,2023-04-10,5,0.00125,728.27,Broker,135,Title Issues,2023-04-14,2023-04-19
92320,70005816,1,2023-02-12,15,0.0025,1807.48,Loan Officer,129,Borrower Delay,2023-02-17,2023-03-04
92321,70005817,1,2023-04-17,15,0.0025,511.47,Loan Officer,130,Borrower Delay,2023-04-18,2023-05-03
92322,70005819,1,2023-02-05,15,0.0025,641.58,Loan Officer,134,Underwriting Conditions,2023-02-07,2023-02-22
92323,70005819,2,2023-02-18,5,0.00125,320.79,Processor,138,Rate Shopping,2023-02-22,2023-02-27
92324,70005821,1,2023-04-23,15,0.0025,1342.5,Processor,130,Title Issues,2023-04-28,2023-05-13
92325,70005823,1,2023-05-12,15,0.0025,1768.12,Broker,136,Title Issues,2023-05-17,2023-06-01
92326,70005826,1,2023-05-12,15,0.0025,1223.27,Processor,135,Underwriting Conditions,2023-05-17,2023-06-01
92327,70005829,1,2023-02-10,5,0.00125,707.21,Processor,134,Rate Shopping,2023-02-15,2023-02-20
92328,70005829,2,2023-02-17,5,0.00125,707.21,Processor,126,Borrower Delay,2023-02-20,2023-02-25
92329,70005845,1,2023-03-13,15,0.0025,1025.2,Processor,139,Underwriting Conditions,2023-03-18,2023-04-02
92330,70005845,2,2023-03-28,15,0.0025,1025.2,Broker,139,Underwriting Conditions,2023-04-02,2023-04-17
92331,70005849,1,2023-01-25,5,0.00125,365.85,Processor,128,Title Issues,2023-01-26,2023-01-31
92332,70005849,2,2023-01-26,5,0.00125,365.85,Loan Officer,139,Title Issues,2023-01-31,2023-02-05
92333,70005850,1,2023-03-21,5,0.00125,958.02,Processor,129,Appraisal Delay,2023-03-24,2023-03-29
92334,70005861,1,2023-04-29,15,0.0025,686.56,Broker,133,Title Issues,2023-05-01,2023-05-16
92335,70005872,1,2023-04-01,15,0.0025,435.98,Processor,137,Rate Shopping,2023-04-04,2023-04-19
92336,70005872,2,2023-04-17,5,0.00125,217.99,Processor,137,Title Issues,2023-04-19,2023-04-24
92337,70005872,3,2023-04-23,15,0.0025,435.98,Loan Officer,132,Rate Shopping,2023-04-24,2023-05-09
92338,70005872,4,2023-05-06,15,0.0025,435.98,Loan Officer,129,Rate Shopping,2023-05-09,2023-05-24
92339,70005878,1,2023-03-24,15,0.0025,666.2,Loan Officer,127,Title Issues,2023-03-29,2023-04-13
92340,70005880,1,2023-04-28,5,0.00125,412.72,Processor,139,Rate Shopping,2023-05-03,2023-05-08
92341,70005880,2,2023-05-07,15,0.0025,825.43,Broker,132,Rate Shopping,2023-05-08,2023-05-23
92342,70005880,3,2023-05-21,15,0.0025,825.43,Broker,130,Underwriting Conditions,2023-05-23,2023-06-07
92343,70005880,4,2023-06-02,15,0.0025,825.43,Processor,133,Underwriting Conditions,2023-06-07,2023-06-22
92344,70005881,1,2023-04-20,5,0.00125,566.88,Processor,128,Appraisal Delay,2023-04-22,2023-04-27
92345,70005882,1,2023-04-18,5,0.00125,546.29,Loan Officer,128,Rate Shopping,2023-04-19,2023-04-24
92346,70005885,1,2023-05-12,5,0.00125,745.67,Processor,125,Borrower Delay,2023-05-17,2023-05-22
92347,70005889,1,2023-03-24,5,0.00125,389.53,Processor,128,Title Issues,2023-03-29,2023-04-03
92348,70005892,1,2023-03-19,15,0.0025,713.23,Broker,139,Title Issues,2023-03-20,2023-04-04
92349,70005896,1,2023-03-25,5,0.00125,513.79,Broker,138,Borrower Delay,2023-03-29,2023-04-03
92350,70005896,2,2023-03-30,5,0.00125,513.79,Processor,135,Appraisal Delay,2023-04-03,2023-04-08
92351,70005902,1,2023-03-09,5,0.00125,617.65,Loan Officer,137,Rate Shopping,2023-03-12,2023-03-17
92352,70005902,2,2023-03-12,5,0.00125,617.65,Broker,126,Underwriting Conditions,2023-03-17,2023-03-22
92353,70005904,1,2023-04-08,5,0.00125,345.64,Processor,127,Underwriting Conditions,2023-04-09,2023-04-14
92354,70005904,2,2023-04-09,5,0.00125,345.64,Broker,129,Appraisal Delay,2023-04-14,2023-04-19
92355,70005906,1,2023-05-08,15,0.0025,664.1,Processor,130,Underwriting Conditions,2023-05-09,2023-05-24
92356,70005909,1,2023-03-11,5,0.00125,463.29,Broker,127,Underwriting Conditions,2023-03-14,2023-03-19
92357,70005909,2,2023-03-18,5,0.00125,463.29,Loan Officer,125,Rate Shopping,2023-03-19,2023-03-24
92358,70005909,3,2023-03-21,15,0.0025,926.58,Broker,134,Title Issues,2023-03-24,2023-04-08
92359,70005909,4,2023-04-04,15,0.0025,926.58,Loan Officer,126,Borrower Delay,2023-04-08,2023-04-23
92360,70005912,1,2023-03-21,15,0.0025,970.96,Processor,137,Underwriting Conditions,2023-03-23,2023-04-07
92361,70005912,2,2023-04-02,15,0.0025,970.96,Processor,138,Appraisal Delay,2023-04-07,2023-04-22
92362,70005912,3,2023-04-18,15,0.0025,970.96,Processor,139,Borrower Delay,2023-04-22,2023-05-07
92363,70005921,1,2023-03-02,5,0.00125,280.92,Processor,133,Appraisal Delay,2023-03-03,2023-03-08
92364,70005933,1,2023-02-03,15,0.0025,1000.5,Processor,129,Underwriting Conditions,2023-02-08,2023-02-23
92365,70005934,1,2023-02-02,5,0.00125,734.32,Loan Officer,132,Appraisal Delay,2023-02-06,2023-02-11
92366,70005939,1,2023-03-31,5,0.00125,593.54,Processor,131,Title Issues,2023-04-05,2023-04-10
92367,70005944,1,2023-04-22,15,0.0025,2229.26,Processor,134,Appraisal Delay,2023-04-24,2023-05-09
92368,70005944,2,2023-05-08,15,0.0025,2229.26,Processor,132,Rate Shopping,2023-05-09,2023-05-24
92369,70005950,1,2023-05-01,15,0.0025,759.53,Broker,125,Borrower Delay,2023-05-03,2023-05-18
92370,70005955,1,2023-03-25,15,0.0025,1038.56,Broker,129,Underwriting Conditions,2023-03-28,2023-04-12
92371,70005956,1,2023-04-08,5,0.00125,208.47,Broker,139,Borrower Delay,2023-04-10,2023-04-15
92372,70005957,1,2023-05-26,15,0.0025,919.1,Loan Officer,133,Borrower Delay,2023-05-31,2023-06-15
92373,70005957,2,2023-06-10,15,0.0025,919.1,Loan Officer,136,Underwriting Conditions,2023-06-15,2023-06-30
92374,70005958,1,2023-02-09,5,0.00125,541.39,Broker,134,Borrower Delay,2023-02-14,2023-02-19
92375,70005960,1,2023-03-06,15,0.0025,855.08,Loan Officer,135,Borrower Delay,2023-03-08,2023-03-23
92376,70005963,1,2023-02-17,15,0.0025,646.13,Loan Officer,135,Rate Shopping,2023-02-19,2023-03-06
92377,70005963,2,2023-03-05,15,0.0025,646.13,Broker,134,Appraisal Delay,2023-03-06,2023-03-21
92378,70005963,3,2023-03-16,15,0.0025,646.13,Broker,126,Appraisal Delay,2023-03-21,2023-04-05
92379,70005977,1,2023-03-22,15,0.0025,506.52,Loan Officer,125,Appraisal Delay,2023-03-23,2023-04-07
92380,70005977,2,2023-04-02,15,0.0025,506.52,Broker,131,Underwriting Conditions,2023-04-07,2023-04-22
92381,70005977,3,2023-04-20,15,0.0025,506.52,Broker,138,Appraisal Delay,2023-04-22,2023-05-07
92382,70005977,4,2023-05-02,15,0.0025,506.52,Broker,131,Underwriting Conditions,2023-05-07,2023-05-22
92383,70005979,1,2023-05-11,15,0.0025,1845.57,Loan Officer,137,Borrower Delay,2023-05-16,2023-05-31
92384,70005981,1,2023-03-15,5,0.00125,625.41,Loan Officer,135,Underwriting Conditions,2023-03-16,2023-03-21
92385,70005981,2,2023-03-16,15,0.0025,1250.82,Broker,134,Rate Shopping,2023-03-21,2023-04-05
92386,70005982,1,2023-03-20,15,0.0025,1622.76,Loan Officer,139,Appraisal Delay,2023-03-25,2023-04-09
92387,70005985,1,2023-03-10,5,0.00125,334.84,Processor,129,Appraisal Delay,2023-03-15,2023-03-20
92388,70005988,1,2023-04-28,15,0.0025,851.08,Loan Officer,133,Appraisal Delay,2023-05-03,2023-05-18
92389,70005988,2,2023-05-17,15,0.0025,851.08,Broker,139,Underwriting Conditions,2023-05-18,2023-06-02
92390,70005990,1,2023-02-13,15,0.0025,2118.24,Processor,130,Title Issues,2023-02-18,2023-03-05
92391,70006008,1,2023-04-19,15,0.0025,1059.26,Loan Officer,133,Title Issues,2023-04-22,2023-05-07
92392,70006008,2,2023-05-03,5,0.00125,529.63,Loan Officer,137,Rate Shopping,2023-05-07,2023-05-12
92393,70006008,3,2023-05-07,15,0.0025,1059.26,Broker,133,Title Issues,2023-05-12,2023-05-27
92394,70006011,1,2023-04-04,15,0.0025,1326.53,Loan Officer,125,Appraisal Delay,2023-04-09,2023-04-24
92395,70006011,2,2023-04-21,15,0.0025,1326.53,Loan Officer,137,Underwriting Conditions,2023-04-24,2023-05-09
92396,70006013,1,2023-02-09,5,0.00125,783.61,Loan Officer,139,Title Issues,2023-02-13,2023-02-18
92397,70006013,2,2023-02-14,5,0.00125,783.61,Loan Officer,134,Rate Shopping,2023-02-18,2023-02-23
92398,70006016,1,2023-03-08,5,0.00125,417.5,Broker,134,Rate Shopping,2023-03-12,2023-03-17
92399,70006023,1,2023-05-30,5,0.00125,812.49,Broker,133,Borrower Delay,2023-06-04,2023-06-09
92400,70006023,2,2023-06-06,15,0.0025,1624.98,Processor,135,Title Issues,2023-06-09,2023-06-24
92401,70006025,1,2023-04-13,5,0.00125,341.1,Processor,127,Underwriting Conditions,2023-04-17,2023-04-22
92402,70006026,1,2023-04-07,15,0.0025,1041.38,Processor,139,Rate Shopping,2023-04-11,2023-04-26
92403,70006028,1,2023-04-30,5,0.00125,204.56,Loan Officer,135,Borrower Delay,2023-05-02,2023-05-07
92404,70006029,1,2023-04-15,5,0.00125,445.47,Broker,126,Title Issues,2023-04-20,2023-04-25
92405,70006030,1,2023-04-19,5,0.00125,798.38,Processor,126,Borrower Delay,2023-04-24,2023-04-29
92406,70006041,1,2023-04-25,5,0.00125,406.02,Broker,133,Underwriting Conditions,2023-04-28,2023-05-03
92407,70006044,1,2023-04-07,15,0.0025,1216.72,Processor,128,Rate Shopping,2023-04-09,2023-04-24
92408,70006045,1,2023-03-21,15,0.0025,1419.58,Broker,135,Appraisal Delay,2023-03-23,2023-04-07
92409,70006053,1,2023-03-26,15,0.0025,1234.48,Loan Officer,139,Borrower Delay,2023-03-27,2023-04-11
92410,70006053,2,2023-04-07,5,0.00125,617.24,Broker,137,Title Issues,2023-04-11,2023-04-16
92411,70006055,1,2023-02-28,5,0.00125,418.35,Broker,128,Rate Shopping,2023-03-01,2023-03-06
92412,70006055,2,2023-03-03,15,0.0025,836.69,Broker,127,Rate Shopping,2023-03-06,2023-03-21
92413,70006055,3,2023-03-20,15,0.0025,836.69,Processor,138,Appraisal Delay,2023-03-21,2023-04-05
92414,70006057,1,2023-02-16,15,0.0025,650.68,Processor,136,Underwriting Conditions,2023-02-20,2023-03-07
92415,70006057,2,2023-03-06,15,0.0025,650.68,Processor,128,Rate Shopping,2023-03-07,2023-03-22
92416,70006064,1,2023-04-23,15,0.0025,506.18,Processor,131,Underwriting Conditions,2023-04-27,2023-05-12
92417,70006065,1,2023-03-12,5,0.00125,289.33,Processor,133,Underwriting Conditions,2023-03-15,2023-03-20
92418,70006067,1,2023-03-09,15,0.0025,670.53,Loan Officer,127,Borrower Delay,2023-03-12,2023-03-27
92419,70006070,1,2023-05-11,15,0.0025,763.38,Loan Officer,129,Title Issues,2023-05-13,2023-05-28
92420,70006072,1,2023-03-09,5,0.00125,413.89,Processor,131,Borrower Delay,2023-03-11,2023-03-16
92421,70006074,1,2023-04-23,5,0.00125,332.74,Processor,125,Rate Shopping,2023-04-27,2023-05-02
92422,70006075,1,2023-03-15,15,0.0025,771.98,Loan Officer,130,Title Issues,2023-03-20,2023-04-04
92423,70006076,1,2023-04-10,5,0.00125,326.72,Processor,132,Underwriting Conditions,2023-04-11,2023-04-16
92424,70006081,1,2023-03-26,15,0.0025,1183.27,Broker,135,Rate Shopping,2023-03-30,2023-04-14
92425,70006084,1,2023-04-16,5,0.00125,906.82,Loan Officer,135,Rate Shopping,2023-04-17,2023-04-22
92426,70006087,1,2023-04-18,5,0.00125,462.26,Loan Officer,136,Title Issues,2023-04-21,2023-04-26
92427,70006087,2,2023-04-21,5,0.00125,462.26,Broker,128,Title Issues,2023-04-26,2023-05-01
92428,70006090,1,2023-03-20,15,0.0025,533.82,Loan Officer,135,Appraisal Delay,2023-03-23,2023-04-07
92429,70006092,1,2023-03-23,15,0.0025,574.57,Loan Officer,130,Underwriting Conditions,2023-03-26,2023-04-10
92430,70006100,1,2023-02-18,15,0.0025,1473.83,Loan Officer,133,Title Issues,2023-02-19,2023-03-06
92431,70006106,1,2023-04-05,5,0.00125,755.02,Processor,131,Underwriting Conditions,2023-04-09,2023-04-14
92432,70006106,2,2023-04-10,15,0.0025,1510.04,Loan Officer,130,Rate Shopping,2023-04-14,2023-04-29
92433,70006107,1,2023-03-25,15,0.0025,1162.98,Broker,128,Borrower Delay,2023-03-28,2023-04-12
92434,70006113,1,2023-04-24,15,0.0025,1078.27,Loan Officer,128,Title Issues,2023-04-29,2023-05-14
92435,70006117,1,2023-03-06,5,0.00125,995.2,Processor,132,Rate Shopping,2023-03-07,2023-03-12
92436,70006117,2,2023-03-08,5,0.00125,995.2,Processor,135,Borrower Delay,2023-03-12,2023-03-17
92437,70006118,1,2023-02-21,5,0.00125,626.69,Loan Officer,131,Title Issues,2023-02-26,2023-03-03
92438,70006119,1,2023-03-10,5,0.00125,262.89,Processor,130,Borrower Delay,2023-03-13,2023-03-18
92439,70006120,1,2023-02-10,15,0.0025,1476.73,Loan Officer,137,Appraisal Delay,2023-02-15,2023-03-02
92440,70006123,1,2023-05-27,5,0.00125,213.51,Processor,132,Underwriting Conditions,2023-05-28,2023-06-02
92441,70006123,2,2023-05-28,15,0.0025,427.02,Processor,127,Rate Shopping,2023-06-02,2023-06-17
92442,70006123,3,2023-06-12,15,0.0025,427.02,Broker,128,Underwriting Conditions,2023-06-17,2023-07-02
92443,70006126,1,2023-04-17,15,0.0025,879.25,Broker,126,Borrower Delay,2023-04-22,2023-05-07
92444,70006127,1,2023-05-04,15,0.0025,2792.41,Loan Officer,134,Appraisal Delay,2023-05-08,2023-05-23
92445,70006133,1,2023-03-16,5,0.00125,621.82,Processor,126,Title Issues,2023-03-21,2023-03-26
92446,70006141,1,2023-04-04,5,0.00125,272.64,Processor,136,Underwriting Conditions,2023-04-09,2023-04-14
92447,70006148,1,2023-04-14,5,0.00125,565.58,Processor,127,Borrower Delay,2023-04-17,2023-04-22
92448,70006148,2,2023-04-19,15,0.0025,1131.16,Loan Officer,137,Title Issues,2023-04-22,2023-05-07
92449,70006155,1,2023-04-25,5,0.00125,971.49,Processor,135,Borrower Delay,2023-04-28,2023-05-03
92450,70006155,2,2023-05-02,15,0.0025,1942.97,Loan Officer,125,Underwriting Conditions,2023-05-03,2023-05-18
92451,70006156,1,2023-04-07,15,0.0025,882.9,Processor,127,Underwriting Conditions,2023-04-12,2023-04-27
92452,70006156,2,2023-04-26,15,0.0025,882.9,Loan Officer,138,Title Issues,2023-04-27,2023-05-12
92453,70006156,3,2023-05-09,15,0.0025,882.9,Processor,126,Underwriting Conditions,2023-05-12,2023-05-27
92454,70006156,4,2023-05-26,15,0.0025,882.9,Processor,129,Underwriting Conditions,2023-05-27,2023-06-11
92455,70006162,1,2023-04-25,5,0.00125,371.49,Broker,125,Appraisal Delay,2023-04-29,2023-05-04
92456,70006162,2,2023-05-01,5,0.00125,371.49,Broker,127,Borrower Delay,2023-05-04,2023-05-09
92457,70006167,1,2023-04-23,5,0.00125,359.66,Processor,130,Underwriting Conditions,2023-04-24,2023-04-29
92458,70006167,2,2023-04-25,15,0.0025,719.32,Broker,131,Borrower Delay,2023-04-29,2023-05-14
92459,70006181,1,2023-03-01,5,0.00125,431.99,Loan Officer,131,Underwriting Conditions,2023-03-05,2023-03-10
92460,70006181,2,2023-03-09,5,0.00125,431.99,Loan Officer,129,Appraisal Delay,2023-03-10,2023-03-15
92461,70006188,1,2023-03-26,5,0.00125,371.68,Broker,129,Borrower Delay,2023-03-31,2023-04-05
92462,70006188,2,2023-04-03,15,0.0025,743.35,Loan Officer,129,Title Issues,2023-04-05,2023-04-20
92463,70006190,1,2023-04-17,5,0.00125,260.0,Loan Officer,128,Title Issues,2023-04-21,2023-04-26
92464,70006196,1,2023-02-10,5,0.00125,371.02,Processor,135,Underwriting Conditions,2023-02-13,2023-02-18
92465,70006196,2,2023-02-16,15,0.0025,742.04,Processor,137,Appraisal Delay,2023-02-18,2023-03-05
92466,70006197,1,2023-03-03,15,0.0025,980.04,Broker,125,Appraisal Delay,2023-03-04,2023-03-19
92467,70006201,1,2023-03-13,5,0.00125,798.86,Processor,131,Underwriting Conditions,2023-03-16,2023-03-21
92468,70006203,1,2023-03-12,15,0.0025,1478.05,Broker,138,Rate Shopping,2023-03-15,2023-03-30
92469,70006203,2,2023-03-29,5,0.00125,739.03,Loan Officer,138,Appraisal Delay,2023-03-30,2023-04-04
92470,70006203,3,2023-03-31,15,0.0025,1478.05,Loan Officer,136,Rate Shopping,2023-04-04,2023-04-19
92471,70006203,4,2023-04-17,15,0.0025,1478.05,Processor,129,Appraisal Delay,2023-04-19,2023-05-04
92472,70006206,1,2023-03-25,15,0.0025,1386.62,Broker,133,Borrower Delay,2023-03-27,2023-04-11
92473,70006206,2,2023-04-10,5,0.00125,693.31,Processor,135,Underwriting Conditions,2023-04-11,2023-04-16
92474,70006207,1,2023-04-23,15,0.0025,855.49,Loan Officer,126,Borrower Delay,2023-04-27,2023-05-12
92475,70006207,2,2023-05-07,5,0.00125,427.74,Processor,138,Borrower Delay,2023-05-12,2023-05-17
92476,70006213,1,2023-03-27,15,0.0025,1047.59,Processor,125,Title Issues,2023-03-29,2023-04-13
92477,70006215,1,2023-03-24,5,0.00125,1002.96,Broker,126,Title Issues,2023-03-25,2023-03-30
92478,70006215,2,2023-03-26,5,0.00125,1002.96,Broker,139,Borrower Delay,2023-03-30,2023-04-04
92479,70006216,1,2023-03-30,5,0.00125,761.02,Broker,126,Appraisal Delay,2023-04-01,2023-04-06
92480,70006224,1,2023-04-01,5,0.00125,283.62,Processor,129,Borrower Delay,2023-04-06,2023-04-11
92481,70006225,1,2023-03-10,15,0.0025,608.32,Loan Officer,133,Rate Shopping,2023-03-12,2023-03-27
92482,70006225,2,2023-03-23,15,0.0025,608.32,Processor,134,Title Issues,2023-03-27,2023-04-11
92483,70006225,3,2023-04-10,15,0.0025,608.32,Processor,129,Appraisal Delay,2023-04-11,2023-04-26
92484,70006225,4,2023-04-22,15,0.0025,608.32,Processor,125,Underwriting Conditions,2023-04-26,2023-05-11
92485,70006227,1,2023-01-26,5,0.00125,1085.9,Broker,131,Underwriting Conditions,2023-01-27,2023-02-01
92486,70006227,2,2023-01-30,15,0.0025,2171.8,Loan Officer,138,Appraisal Delay,2023-02-01,2023-02-16
92487,70006228,1,2023-02-25,5,0.00125,542.91,Loan Officer,129,Rate Shopping,2023-02-28,2023-03-05
92488,70006228,2,2023-02-28,15,0.0025,1085.83,Processor,139,Underwriting Conditions,2023-03-05,2023-03-20
92489,70006234,1,2023-04-05,15,0.0025,929.6,Processor,126,Underwriting Conditions,2023-04-07,2023-04-22
92490,70006234,2,2023-04-17,5,0.00125,464.8,Loan Officer,131,Borrower Delay,2023-04-22,2023-04-27
92491,70006240,1,2023-04-18,5,0.00125,756.33,Broker,129,Rate Shopping,2023-04-23,2023-04-28
92492,70006240,2,2023-04-26,5,0.00125,756.33,Loan Officer,136,Title Issues,2023-04-28,2023-05-03
92493,70006241,1,2023-03-03,5,0.00125,453.18,Loan Officer,138,Underwriting Conditions,2023-03-07,2023-03-12
92494,70006244,1,2023-04-30,15,0.0025,621.3,Broker,128,Underwriting Conditions,2023-05-02,2023-05-17
92495,70006248,1,2023-03-26,5,0.00125,420.95,Loan Officer,136,Borrower Delay,2023-03-28,2023-04-02
92496,70006252,1,2023-05-28,5,0.00125,351.5,Broker,127,Rate Shopping,2023-05-31,2023-06-05
92497,70006253,1,2023-04-01,5,0.00125,945.36,Processor,138,Underwriting Conditions,2023-04-04,2023-04-09
92498,70006253,2,2023-04-08,15,0.0025,1890.73,Processor,131,Title Issues,2023-04-09,2023-04-24
92499,70006256,1,2023-03-29,15,0.0025,543.67,Broker,127,Underwriting Conditions,2023-04-02,2023-04-17
92500,70006259,1,2023-03-21,15,0.0025,733.49,Loan Officer,129,Title Issues,2023-03-24,2023-04-08
92501,70006263,1,2023-03-28,5,0.00125,890.05,Broker,138,Rate Shopping,2023-03-30,2023-04-04
92502,70006265,1,2023-03-03,5,0.00125,1121.08,Broker,138,Title Issues,2023-03-07,2023-03-12
92503,70006266,1,2023-03-03,5,0.00125,1075.47,Broker,135,Borrower Delay,2023-03-08,2023-03-13
92504,70006268,1,2023-03-24,5,0.00125,702.06,Loan Officer,139,Underwriting Conditions,2023-03-28,2023-04-02
92505,70006268,2,2023-03-31,5,0.00125,702.06,Loan Officer,139,Borrower Delay,2023-04-02,2023-04-07
92506,70006271,1,2023-04-18,15,0.0025,725.99,Loan Officer,139,Appraisal Delay,2023-04-21,2023-05-06
92507,70006271,2,2023-05-04,5,0.00125,362.99,Loan Officer,131,Appraisal Delay,2023-05-06,2023-05-11
92508,70006273,1,2023-05-06,5,0.00125,372.92,Processor,132,Rate Shopping,2023-05-11,2023-05-16
92509,70006273,2,2023-05-14,5,0.00125,372.92,Processor,137,Rate Shopping,2023-05-16,2023-05-21
92510,70006279,1,2023-03-21,15,0.0025,815.68,Loan Officer,128,Underwriting Conditions,2023-03-22,2023-04-06
92511,70006279,2,2023-04-04,5,0.00125,407.84,Loan Officer,139,Appraisal Delay,2023-04-06,2023-04-11
92512,70006279,3,2023-04-07,15,0.0025,815.68,Loan Officer,125,Rate Shopping,2023-04-11,2023-04-26
92513,70006284,1,2023-04-08,5,0.00125,339.88,Loan Officer,130,Underwriting Conditions,2023-04-12,2023-04-17
92514,70006284,2,2023-04-12,15,0.0025,679.75,Processor,136,Appraisal Delay,2023-04-17,2023-05-02
92515,70006286,1,2023-02-04,5,0.00125,763.99,Processor,132,Appraisal Delay,2023-02-08,2023-02-13
92516,70006287,1,2023-02-03,15,0.0025,800.99,Processor,133,Appraisal Delay,2023-02-05,2023-02-20
92517,70006288,1,2023-03-05,15,0.0025,595.88,Processor,137,Title Issues,2023-03-09,2023-03-24
92518,70006289,1,2023-04-11,15,0.0025,702.71,Processor,135,Rate Shopping,2023-04-12,2023-04-27
92519,70006289,2,2023-04-22,5,0.00125,351.36,Broker,130,Rate Shopping,2023-04-27,2023-05-02
92520,70006289,3,2023-04-29,15,0.0025,702.71,Processor,126,Underwriting Conditions,2023-05-02,2023-05-17
92521,70006289,4,2023-05-13,15,0.0025,702.71,Loan Officer,133,Underwriting Conditions,2023-05-17,2023-06-01
92522,70006292,1,2023-03-23,15,0.0025,804.34,Loan Officer,138,Borrower Delay,2023-03-28,2023-04-12
92523,70006292,2,2023-04-09,15,0.0025,804.34,Processor,136,Rate Shopping,2023-04-12,2023-04-27
92524,70006293,1,2023-04-18,5,0.00125,445.69,Loan Officer,132,Rate Shopping,2023-04-20,2023-04-25
92525,70006295,1,2023-01-31,15,0.0025,1660.6,Loan Officer,136,Underwriting Conditions,2023-02-05,2023-02-20
92526,70006295,2,2023-02-15,5,0.00125,830.3,Loan Officer,129,Appraisal Delay,2023-02-20,2023-02-25
92527,70006303,1,2023-02-09,15,0.0025,575.09,Broker,128,Rate Shopping,2023-02-10,2023-02-25
92528,70006304,1,2023-05-09,5,0.00125,741.5,Loan Officer,126,Title Issues,2023-05-12,2023-05-17
92529,70006304,2,2023-05-16,5,0.00125,741.5,Broker,134,Borrower Delay,2023-05-17,2023-05-22
92530,70006307,1,2023-03-09,15,0.0025,894.22,Broker,126,Borrower Delay,2023-03-12,2023-03-27
92531,70006309,1,2023-02-05,5,0.00125,373.55,Loan Officer,126,Appraisal Delay,2023-02-06,2023-02-11
92532,70006311,1,2023-03-04,15,0.0025,1409.0,Processor,137,Borrower Delay,2023-03-08,2023-03-23
92533,70006312,1,2023-05-17,15,0.0025,941.22,Broker,132,Underwriting Conditions,2023-05-19,2023-06-03
92534,70006314,1,2023-03-06,15,0.0025,409.31,Processor,127,Borrower Delay,2023-03-08,2023-03-23
92535,70006318,1,2023-04-12,5,0.00125,534.79,Broker,137,Appraisal Delay,2023-04-16,2023-04-21
92536,70006319,1,2023-02-16,5,0.00125,394.71,Processor,137,Underwriting Conditions,2023-02-20,2023-02-25
92537,70006326,1,2023-03-28,15,0.0025,2142.77,Loan Officer,136,Underwriting Conditions,2023-03-30,2023-04-14
92538,70006337,1,2023-03-15,15,0.0025,1094.41,Processor,125,Rate Shopping,2023-03-16,2023-03-31
92539,70006337,2,2023-03-30,5,0.00125,547.2,Loan Officer,138,Appraisal Delay,2023-03-31,2023-04-05
92540,70006339,1,2023-04-21,5,0.00125,312.06,Loan Officer,127,Borrower Delay,2023-04-24,2023-04-29
92541,70006339,2,2023-04-27,5,0.00125,312.06,Loan Officer,133,Borrower Delay,2023-04-29,2023-05-04
92542,70006339,3,2023-05-03,15,0.0025,624.12,Broker,131,Rate Shopping,2023-05-04,2023-05-19
92543,70006340,1,2023-04-30,15,0.0025,428.9,Broker,133,Borrower Delay,2023-05-05,2023-05-20
92544,70006340,2,2023-05-16,5,0.00125,214.45,Processor,139,Underwriting Conditions,2023-05-20,2023-05-25
92545,70006341,1,2023-03-04,15,0.0025,1039.75,Broker,128,Title Issues,2023-03-06,2023-03-21
92546,70006341,2,2023-03-16,15,0.0025,1039.75,Processor,134,Appraisal Delay,2023-03-21,2023-04-05
92547,70006341,3,2023-04-01,15,0.0025,1039.75,Loan Officer,127,Rate Shopping,2023-04-05,2023-04-20
92548,70006341,4,2023-04-16,15,0.0025,1039.75,Loan Officer,126,Title Issues,2023-04-20,2023-05-05
92549,70006346,1,2023-03-04,15,0.0025,1486.58,Loan Officer,134,Title Issues,2023-03-08,2023-03-23
92550,70006349,1,2023-04-28,15,0.0025,762.27,Loan Officer,127,Rate Shopping,2023-04-30,2023-05-15
92551,70006350,1,2023-02-06,15,0.0025,2160.5,Processor,127,Borrower Delay,2023-02-09,2023-02-24
92552,70006350,2,2023-02-20,15,0.0025,2160.5,Broker,139,Appraisal Delay,2023-02-24,2023-03-11
