Extension ID,Loan Number,Extension Number,Date Extension Requested,Extension (Days),Extension Cost (%),Extension Cost ($),Extension Requestor,Approved By (ID),Extension Reason,Expiration Before Extension,Expiration After Extension,Total Extension Days,Total Extension Cost ($),Extension Count,Extension Bucket
92227,70005577,1,2023-04-06,5,0.00125,483.12,Broker,136,Underwriting Conditions,2023-04-09,2023-04-14,5,483.12,1,1–2 Extensions
92228,70005582,1,2023-04-02,5,0.00125,603.82,Processor,125,Underwriting Conditions,2023-04-06,2023-04-11,10,1207.64,2,1–2 Extensions
92229,70005582,2,2023-04-10,5,0.00125,603.82,Processor,138,Appraisal Delay,2023-04-11,2023-04-16,10,1207.64,2,1–2 Extensions
92230,70005583,1,2023-05-18,5,0.00125,502.06,Loan Officer,126,Appraisal Delay,2023-05-19,2023-05-24,5,502.06,1,1–2 Extensions
92231,70005585,1,2023-03-20,15,0.0025,862.88,Broker,126,Appraisal Delay,2023-03-24,2023-04-08,15,862.88,1,1–2 Extensions
92232,70005593,1,2023-04-24,15,0.0025,819.25,Loan Officer,136,Borrower Delay,2023-04-27,2023-05-12,20,1228.88,2,1–2 Extensions
92233,70005593,2,2023-05-08,5,0.00125,409.63,Loan Officer,126,Rate Shopping,2023-05-12,2023-05-17,20,1228.88,2,1–2 Extensions
92234,70005598,1,2023-02-10,15,0.0025,906.26,Broker,138,Appraisal Delay,2023-02-12,2023-02-27,20,1359.3899999999999,2,1–2 Extensions
92235,70005598,2,2023-02-26,5,0.00125,453.13,Processor,128,Underwriting Conditions,2023-02-27,2023-03-04,20,1359.3899999999999,2,1–2 Extensions
92236,70005599,1,2023-02-10,15,0.0025,1135.75,Processor,135,Borrower Delay,2023-02-15,2023-03-02,60,4543.0,4,3+ Extensions
92237,70005599,2,2023-02-27,15,0.0025,1135.75,Loan Officer,132,Borrower Delay,2023-03-02,2023-03-17,60,4543.0,4,3+ Extensions
92238,70005599,3,2023-03-15,15,0.0025,1135.75,Broker,134,Title Issues,2023-03-17,2023-04-01,60,4543.0,4,3+ Extensions
92239,70005599,4,2023-03-30,15,0.0025,1135.75,Processor,134,Appraisal Delay,2023-04-01,2023-04-16,60,4543.0,4,3+ Extensions
92240,70005606,1,2023-03-21,15,0.0025,802.75,Processor,135,Underwriting Conditions,2023-03-25,2023-04-09,15,802.75,1,1–2 Extensions
92241,70005607,1,2023-01-26,15,0.0025,999.88,Loan Officer,137,Title Issues,2023-01-31,2023-02-15,30,1999.76,2,1–2 Extensions
92242,70005607,2,2023-02-14,15,0.0025,999.88,Loan Officer,135,Appraisal Delay,2023-02-15,2023-03-02,30,1999.76,2,1–2 Extensions
92243,70005608,1,2023-04-23,5,0.00125,600.91,Loan Officer,136,Appraisal Delay,2023-04-26,2023-05-01,20,1802.73,2,1–2 Extensions
92244,70005608,2,2023-04-28,15,0.0025,1201.82,Broker,138,Borrower Delay,2023-05-01,2023-05-16,20,1802.73,2,1–2 Extensions
92245,70005616,1,2023-02-24,15,0.0025,614.17,Loan Officer,133,Underwriting Conditions,2023-02-27,2023-03-14,15,614.17,1,1–2 Extensions
92246,70005622,1,2023-04-19,5,0.00125,469.9,Loan Officer,125,Rate Shopping,2023-04-24,2023-04-29,5,469.9,1,1–2 Extensions
92247,70005623,1,2023-02-19,15,0.0025,781.14,Loan Officer,133,Title Issues,2023-02-22,2023-03-09,20,1171.71,2,1–2 Extensions
92248,70005623,2,2023-03-08,5,0.00125,390.57,Broker,125,Appraisal Delay,2023-03-09,2023-03-14,20,1171.71,2,1–2 Extensions
92249,70005625,1,2023-02-28,5,0.00125,287.21,Loan Officer,130,Appraisal Delay,2023-03-02,2023-03-07,5,287.21,1,1–2 Extensions
92250,70005626,1,2023-03-06,5,0.00125,500.63,Processor,137,Appraisal Delay,2023-03-09,2023-03-14,5,500.63,1,1–2 Extensions
92251,70005632,1,2023-04-25,15,0.0025,722.32,Loan Officer,126,Appraisal Delay,2023-04-26,2023-05-11,30,1444.64,2,1–2 Extensions
92252,70005632,2,2023-05-07,15,0.0025,722.32,Broker,132,Title Issues,2023-05-11,2023-05-26,30,1444.64,2,1–2 Extensions
92253,70005637,1,2023-02-01,5,0.00125,314.01,Processor,126,Title Issues,2023-02-05,2023-02-10,5,314.01,1,1–2 Extensions
92254,70005638,1,2023-04-21,15,0.0025,453.46,Processor,135,Borrower Delay,2023-04-22,2023-05-07,15,453.46,1,1–2 Extensions
92255,70005642,1,2023-03-21,15,0.0025,1000.0,Processor,130,Title Issues,2023-03-24,2023-04-08,15,1000.0,1,1–2 Extensions
92256,70005644,1,2023-04-23,5,0.00125,912.44,Broker,125,Rate Shopping,2023-04-25,2023-04-30,5,912.44,1,1–2 Extensions
92257,70005647,1,2023-03-29,15,0.0025,1015.94,Processor,134,Rate Shopping,2023-04-02,2023-04-17,35,2539.8500000000004,3,3+ Extensions
92258,70005647,2,2023-04-13,5,0.00125,507.97,Processor,126,Appraisal Delay,2023-04-17,2023-04-22,35,2539.8500000000004,3,3+ Extensions
92259,70005647,3,2023-04-21,15,0.0025,1015.94,Broker,132,Title Issues,2023-04-22,2023-05-07,35,2539.8500000000004,3,3+ Extensions
92260,70005655,1,2023-04-14,15,0.0025,1154.61,Loan Officer,136,Borrower Delay,2023-04-16,2023-05-01,45,3463.83,3,3+ Extensions
92261,70005655,2,2023-04-29,15,0.0025,1154.61,Processor,137,Borrower Delay,2023-05-01,2023-05-16,45,3463.83,3,3+ Extensions
92262,70005655,3,2023-05-12,15,0.0025,1154.61,Broker,139,Underwriting Conditions,2023-05-16,2023-05-31,45,3463.83,3,3+ Extensions
92263,70005657,1,2023-03-15,5,0.00125,209.35,Processor,133,Borrower Delay,2023-03-19,2023-03-24,25,837.39,3,3+ Extensions
92264,70005657,2,2023-03-19,5,0.00125,209.35,Loan Officer,130,Rate Shopping,2023-03-24,2023-03-29,25,837.39,3,3+ Extensions
92265,70005657,3,2023-03-28,15,0.0025,418.69,Broker,126,Title Issues,2023-03-29,2023-04-13,25,837.39,3,3+ Extensions
92266,70005658,1,2023-04-11,15,0.0025,1964.25,Broker,133,Borrower Delay,2023-04-14,2023-04-29,15,1964.25,1,1–2 Extensions
92267,70005661,1,2023-03-13,15,0.0025,1172.18,Loan Officer,136,Appraisal Delay,2023-03-14,2023-03-29,30,2344.36,2,1–2 Extensions
92268,70005661,2,2023-03-25,15,0.0025,1172.18,Processor,125,Rate Shopping,2023-03-29,2023-04-13,30,2344.36,2,1–2 Extensions
92269,70005662,1,2023-03-31,5,0.00125,467.06,Processor,132,Appraisal Delay,2023-04-05,2023-04-10,20,1401.19,2,1–2 Extensions
92270,70005662,2,2023-04-08,15,0.0025,934.13,Loan Officer,127,Rate Shopping,2023-04-10,2023-04-25,20,1401.19,2,1–2 Extensions
92271,70005666,1,2023-02-18,15,0.0025,994.02,Processor,134,Rate Shopping,2023-02-19,2023-03-06,15,994.02,1,1–2 Extensions
92272,70005676,1,2023-02-22,15,0.0025,908.48,Loan Officer,139,Borrower Delay,2023-02-27,2023-03-14,15,908.48,1,1–2 Extensions
92273,70005683,1,2023-04-07,15,0.0025,1171.19,Broker,131,Underwriting Conditions,2023-04-12,2023-04-27,15,1171.19,1,1–2 Extensions
92274,70005684,1,2023-03-09,15,0.0025,924.27,Processor,130,Title Issues,2023-03-14,2023-03-29,15,924.27,1,1–2 Extensions
92275,70005693,1,2023-05-01,15,0.0025,1328.62,Loan Officer,126,Appraisal Delay,2023-05-03,2023-05-18,15,1328.62,1,1–2 Extensions
92276,70005695,1,2023-03-22,15,0.0025,953.89,Broker,136,Borrower Delay,2023-03-27,2023-04-11,50,3338.62,4,3+ Extensions
92277,70005695,2,2023-04-08,5,0.00125,476.95,Broker,133,Title Issues,2023-04-11,2023-04-16,50,3338.62,4,3+ Extensions
92278,70005695,3,2023-04-11,15,0.0025,953.89,Broker,129,Appraisal Delay,2023-04-16,2023-05-01,50,3338.62,4,3+ Extensions
92279,70005695,4,2023-04-29,15,0.0025,953.89,Broker,128,Appraisal Delay,2023-05-01,2023-05-16,50,3338.62,4,3+ Extensions
92280,70005703,1,2023-02-24,5,0.00125,393.85,Processor,129,Borrower Delay,2023-02-25,2023-03-02,5,393.85,1,1–2 Extensions
92281,70005708,1,2023-05-06,15,0.0025,1258.13,Processor,132,Borrower Delay,2023-05-07,2023-05-22,15,1258.13,1,1–2 Extensions
92282,70005710,1,2023-02-26,5,0.00125,505.93,Broker,126,Underwriting Conditions,2023-02-28,2023-03-05,20,1517.78,2,1–2 Extensions
92283,70005710,2,2023-03-04,15,0.0025,1011.85,Processor,137,Title Issues,2023-03-05,2023-03-20,20,1517.78,2,1–2 Extensions
92284,70005716,1,2023-02-13,5,0.00125,242.42,Loan Officer,134,Appraisal Delay,2023-02-17,2023-02-22,20,727.26,2,1–2 Extensions
92285,70005716,2,2023-02-20,15,0.0025,484.84,Broker,130,Appraisal Delay,2023-02-22,2023-03-09,20,727.26,2,1–2 Extensions
92286,70005718,1,2023-05-02,15,0.0025,1305.81,Broker,131,Title Issues,2023-05-03,2023-05-18,15,1305.81,1,1–2 Extensions
92287,70005724,1,2023-02-09,5,0.00125,914.55,Processor,131,Appraisal Delay,2023-02-14,2023-02-19,10,1829.1,2,1–2 Extensions
92288,70005724,2,2023-02-16,5,0.00125,914.55,Broker,137,Underwriting Conditions,2023-02-19,2023-02-24,10,1829.1,2,1–2 Extensions
92289,70005725,1,2023-02-03,5,0.00125,394.79,Broker,137,Title Issues,2023-02-08,2023-02-13,5,394.79,1,1–2 Extensions
92290,70005730,1,2023-03-10,15,0.0025,1178.75,Broker,137,Appraisal Delay,2023-03-12,2023-03-27,20,1768.12,2,1–2 Extensions
92291,70005730,2,2023-03-26,5,0.00125,589.37,Broker,134,Underwriting Conditions,2023-03-27,2023-04-01,20,1768.12,2,1–2 Extensions
92292,70005733,1,2023-04-07,15,0.0025,1732.7,Loan Officer,130,Rate Shopping,2023-04-08,2023-04-23,15,1732.7,1,1–2 Extensions
92293,70005739,1,2023-04-24,15,0.0025,1582.65,Broker,129,Rate Shopping,2023-04-29,2023-05-14,15,1582.65,1,1–2 Extensions
92294,70005751,1,2023-02-23,15,0.0025,738.44,Loan Officer,131,Rate Shopping,2023-02-26,2023-03-13,60,2953.76,4,3+ Extensions
92295,70005751,2,2023-03-08,15,0.0025,738.44,Broker,139,Title Issues,2023-03-13,2023-03-28,60,2953.76,4,3+ Extensions
92296,70005751,3,2023-03-23,15,0.0025,738.44,Broker,127,Borrower Delay,2023-03-28,2023-04-12,60,2953.76,4,3+ Extensions
92297,70005751,4,2023-04-10,15,0.0025,738.44,Processor,134,Title Issues,2023-04-12,2023-04-27,60,2953.76,4,3+ Extensions
92298,70005752,1,2023-03-07,5,0.00125,970.14,Loan Officer,132,Rate Shopping,2023-03-11,2023-03-16,5,970.14,1,1–2 Extensions
92299,70005758,1,2023-05-03,5,0.00125,197.24,Broker,137,Rate Shopping,2023-05-05,2023-05-10,5,197.24,1,1–2 Extensions
92300,70005761,1,2023-03-19,5,0.00125,216.53,Broker,139,Title Issues,2023-03-20,2023-03-25,5,216.53,1,1–2 Extensions
92301,70005771,1,2023-04-07,15,0.0025,1134.18,Loan Officer,127,Appraisal Delay,2023-04-10,2023-04-25,15,1134.18,1,1–2 Extensions
92302,70005772,1,2023-02-15,15,0.0025,1010.09,Loan Officer,137,Title Issues,2023-02-19,2023-03-06,15,1010.09,1,1–2 Extensions
92303,70005774,1,2023-02-08,15,0.0025,733.83,Broker,125,Title Issues,2023-02-09,2023-02-24,15,733.83,1,1–2 Extensions
92304,70005779,1,2023-04-09,5,0.00125,572.18,Loan Officer,135,Title Issues,2023-04-14,2023-04-19,5,572.18,1,1–2 Extensions
92305,70005785,1,2023-04-02,15,0.0025,1246.93,Processor,125,Borrower Delay,2023-04-06,2023-04-21,30,2493.86,2,1–2 Extensions
92306,70005785,2,2023-04-17,15,0.0025,1246.93,Broker,125,Appraisal Delay,2023-04-21,2023-05-06,30,2493.86,2,1–2 Extensions
92307,70005794,1,2023-02-27,15,0.0025,1315.77,Broker,131,Rate Shopping,2023-02-28,2023-03-15,15,1315.77,1,1–2 Extensions
92308,70005795,1,2023-04-06,5,0.00125,434.68,Loan Officer,135,Appraisal Delay,2023-04-09,2023-04-14,40,2608.06,4,3+ Extensions
92309,70005795,2,2023-04-13,5,0.00125,434.68,Processor,133,Appraisal Delay,2023-04-14,2023-04-19,40,2608.06,4,3+ Extensions
92310,70005795,3,2023-04-15,15,0.0025,869.35,Broker,134,Borrower Delay,2023-04-19,2023-05-04,40,2608.06,4,3+ Extensions
92311,70005795,4,2023-05-02,15,0.0025,869.35,Loan Officer,135,Appraisal Delay,2023-05-04,2023-05-19,40,2608.06,4,3+ Extensions
92312,70005799,1,2023-04-25,15,0.0025,780.03,Loan Officer,128,Borrower Delay,2023-04-29,2023-05-14,15,780.03,1,1–2 Extensions
92313,70005800,1,2023-03-20,5,0.00125,336.09,Loan Officer,133,Appraisal Delay,2023-03-21,2023-03-26,5,336.09,1,1–2 Extensions
92314,70005804,1,2023-04-29,5,0.00125,559.21,Loan Officer,132,Borrower Delay,2023-05-02,2023-05-07,5,559.21,1,1–2 Extensions
92315,70005806,1,2023-02-17,15,0.0025,874.58,Broker,139,Title Issues,2023-02-18,2023-03-05,15,874.58,1,1–2 Extensions
92316,70005810,1,2023-05-12,5,0.00125,337.01,Broker,130,Underwriting Conditions,2023-05-15,2023-05-20,5,337.01,1,1–2 Extensions
92317,70005814,1,2023-02-18,5,0.00125,527.38,Loan Officer,127,Rate Shopping,2023-02-20,2023-02-25,5,527.38,1,1–2 Extensions
92318,70005815,1,2023-04-08,5,0.00125,728.27,Processor,126,Borrower Delay,2023-04-09,2023-04-14,10,1456.54,2,1–2 Extensions
92319,70005815,2,2023-04-10,5,0.00125,728.27,Broker,135,Title Issues,2023-04-14,2023-04-19,10,1456.54,2,1–2 Extensions
92320,70005816,1,2023-02-12,15,0.0025,1807.48,Loan Officer,129,Borrower Delay,2023-02-17,2023-03-04,15,1807.48,1,1–2 Extensions
92321,70005817,1,2023-04-17,15,0.0025,511.47,Loan Officer,130,Borrower Delay,2023-04-18,2023-05-03,15,511.47,1,1–2 Extensions
92322,70005819,1,2023-02-05,15,0.0025,641.58,Loan Officer,134,Underwriting Conditions,2023-02-07,2023-02-22,20,962.3700000000001,2,1–2 Extensions
92323,70005819,2,2023-02-18,5,0.00125,320.79,Processor,138,Rate Shopping,2023-02-22,2023-02-27,20,962.3700000000001,2,1–2 Extensions
92324,70005821,1,2023-04-23,15,0.0025,1342.5,Processor,130,Title Issues,2023-04-28,2023-05-13,15,1342.5,1,1–2 Extensions
92325,70005823,1,2023-05-12,15,0.0025,1768.12,Broker,136,Title Issues,2023-05-17,2023-06-01,15,1768.12,1,1–2 Extensions
92326,70005826,1,2023-05-12,15,0.0025,1223.27,Processor,135,Underwriting Conditions,2023-05-17,2023-06-01,15,1223.27,1,1–2 Extensions
92327,70005829,1,2023-02-10,5,0.00125,707.21,Processor,134,Rate Shopping,2023-02-15,2023-02-20,10,1414.42,2,1–2 Extensions
92328,70005829,2,2023-02-17,5,0.00125,707.21,Processor,126,Borrower Delay,2023-02-20,2023-02-25,10,1414.42,2,1–2 Extensions
92329,70005845,1,2023-03-13,15,0.0025,1025.2,Processor,139,Underwriting Conditions,2023-03-18,2023-04-02,30,2050.4,2,1–2 Extensions
92330,70005845,2,2023-03-28,15,0.0025,1025.2,Broker,139,Underwriting Conditions,2023-04-02,2023-04-17,30,2050.4,2,1–2 Extensions
92331,70005849,1,2023-01-25,5,0.00125,365.85,Processor,128,Title Issues,2023-01-26,2023-01-31,10,731.7,2,1–2 Extensions
92332,70005849,2,2023-01-26,5,0.00125,365.85,Loan Officer,139,Title Issues,2023-01-31,2023-02-05,10,731.7,2,1–2 Extensions
92333,70005850,1,2023-03-21,5,0.00125,958.02,Processor,129,Appraisal Delay,2023-03-24,2023-03-29,5,958.02,1,1–2 Extensions
92334,70005861,1,2023-04-29,15,0.0025,686.56,Broker,133,Title Issues,2023-05-01,2023-05-16,15,686.56,1,1–2 Extensions
92335,70005872,1,2023-04-01,15,0.0025,435.98,Processor,137,Rate Shopping,2023-04-04,2023-04-19,50,1525.93,4,3+ Extensions
92336,70005872,2,2023-04-17,5,0.00125,217.99,Processor,137,Title Issues,2023-04-19,2023-04-24,50,1525.93,4,3+ Extensions
92337,70005872,3,2023-04-23,15,0.0025,435.98,Loan Officer,132,Rate Shopping,2023-04-24,2023-05-09,50,1525.93,4,3+ Extensions
92338,70005872,4,2023-05-06,15,0.0025,435.98,Loan Officer,129,Rate Shopping,2023-05-09,2023-05-24,50,1525.93,4,3+ Extensions
92339,70005878,1,2023-03-24,15,0.0025,666.2,Loan Officer,127,Title Issues,2023-03-29,2023-04-13,15,666.2,1,1–2 Extensions
92340,70005880,1,2023-04-28,5,0.00125,412.72,Processor,139,Rate Shopping,2023-05-03,2023-05-08,50,2889.0099999999998,4,3+ Extensions
92341,70005880,2,2023-05-07,15,0.0025,825.43,Broker,132,Rate Shopping,2023-05-08,2023-05-23,50,2889.0099999999998,4,3+ Extensions
92342,70005880,3,2023-05-21,15,0.0025,825.43,Broker,130,Underwriting Conditions,2023-05-23,2023-06-07,50,2889.0099999999998,4,3+ Extensions
92343,70005880,4,2023-06-02,15,0.0025,825.43,Processor,133,Underwriting Conditions,2023-06-07,2023-06-22,50,2889.0099999999998,4,3+ Extensions
92344,70005881,1,2023-04-20,5,0.00125,566.88,Processor,128,Appraisal Delay,2023-04-22,2023-04-27,5,566.88,1,1–2 Extensions
92345,70005882,1,2023-04-18,5,0.00125,546.29,Loan Officer,128,Rate Shopping,2023-04-19,2023-04-24,5,546.29,1,1–2 Extensions
92346,70005885,1,2023-05-12,5,0.00125,745.67,Processor,125,Borrower Delay,2023-05-17,2023-05-22,5,745.67,1,1–2 Extensions
92347,70005889,1,2023-03-24,5,0.00125,389.53,Processor,128,Title Issues,2023-03-29,2023-04-03,5,389.53,1,1–2 Extensions
92348,70005892,1,2023-03-19,15,0.0025,713.23,Broker,139,Title Issues,2023-03-20,2023-04-04,15,713.23,1,1–2 Extensions
92349,70005896,1,2023-03-25,5,0.00125,513.79,Broker,138,Borrower Delay,2023-03-29,2023-04-03,10,1027.58,2,1–2 Extensions
92350,70005896,2,2023-03-30,5,0.00125,513.79,Processor,135,Appraisal Delay,2023-04-03,2023-04-08,10,1027.58,2,1–2 Extensions
92351,70005902,1,2023-03-09,5,0.00125,617.65,Loan Officer,137,Rate Shopping,2023-03-12,2023-03-17,10,1235.3,2,1–2 Extensions
92352,70005902,2,2023-03-12,5,0.00125,617.65,Broker,126,Underwriting Conditions,2023-03-17,2023-03-22,10,1235.3,2,1–2 Extensions
92353,70005904,1,2023-04-08,5,0.00125,345.64,Processor,127,Underwriting Conditions,2023-04-09,2023-04-14,10,691.28,2,1–2 Extensions
92354,70005904,2,2023-04-09,5,0.00125,345.64,Broker,129,Appraisal Delay,2023-04-14,2023-04-19,10,691.28,2,1–2 Extensions
92355,70005906,1,2023-05-08,15,0.0025,664.1,Processor,130,Underwriting Conditions,2023-05-09,2023-05-24,15,664.1,1,1–2 Extensions
92356,70005909,1,2023-03-11,5,0.00125,463.29,Broker,127,Underwriting Conditions,2023-03-14,2023-03-19,40,2779.7400000000002,4,3+ Extensions
92357,70005909,2,2023-03-18,5,0.00125,463.29,Loan Officer,125,Rate Shopping,2023-03-19,2023-03-24,40,2779.7400000000002,4,3+ Extensions
92358,70005909,3,2023-03-21,15,0.0025,926.58,Broker,134,Title Issues,2023-03-24,2023-04-08,40,2779.7400000000002,4,3+ Extensions
92359,70005909,4,2023-04-04,15,0.0025,926.58,Loan Officer,126,Borrower Delay,2023-04-08,2023-04-23,40,2779.7400000000002,4,3+ Extensions
92360,70005912,1,2023-03-21,15,0.0025,970.96,Processor,137,Underwriting Conditions,2023-03-23,2023-04-07,45,2912.88,3,3+ Extensions
92361,70005912,2,2023-04-02,15,0.0025,970.96,Processor,138,Appraisal Delay,2023-04-07,2023-04-22,45,2912.88,3,3+ Extensions
92362,70005912,3,2023-04-18,15,0.0025,970.96,Processor,139,Borrower Delay,2023-04-22,2023-05-07,45,2912.88,3,3+ Extensions
92363,70005921,1,2023-03-02,5,0.00125,280.92,Processor,133,Appraisal Delay,2023-03-03,2023-03-08,5,280.92,1,1–2 Extensions
92364,70005933,1,2023-02-03,15,0.0025,1000.5,Processor,129,Underwriting Conditions,2023-02-08,2023-02-23,15,1000.5,1,1–2 Extensions
92365,70005934,1,2023-02-02,5,0.00125,734.32,Loan Officer,132,Appraisal Delay,2023-02-06,2023-02-11,5,734.32,1,1–2 Extensions
92366,70005939,1,2023-03-31,5,0.00125,593.54,Processor,131,Title Issues,2023-04-05,2023-04-10,5,593.54,1,1–2 Extensions
92367,70005944,1,2023-04-22,15,0.0025,2229.26,Processor,134,Appraisal Delay,2023-04-24,2023-05-09,30,4458.52,2,1–2 Extensions
92368,70005944,2,2023-05-08,15,0.0025,2229.26,Processor,132,Rate Shopping,2023-05-09,2023-05-24,30,4458.52,2,1–2 Extensions
92369,70005950,1,2023-05-01,15,0.0025,759.53,Broker,125,Borrower Delay,2023-05-03,2023-05-18,15,759.53,1,1–2 Extensions
92370,70005955,1,2023-03-25,15,0.0025,1038.56,Broker,129,Underwriting Conditions,2023-03-28,2023-04-12,15,1038.56,1,1–2 Extensions
92371,70005956,1,2023-04-08,5,0.00125,208.47,Broker,139,Borrower Delay,2023-04-10,2023-04-15,5,208.47,1,1–2 Extensions
92372,70005957,1,2023-05-26,15,0.0025,919.1,Loan Officer,133,Borrower Delay,2023-05-31,2023-06-15,30,1838.2,2,1–2 Extensions
92373,70005957,2,2023-06-10,15,0.0025,919.1,Loan Officer,136,Underwriting Conditions,2023-06-15,2023-06-30,30,1838.2,2,1–2 Extensions
92374,70005958,1,2023-02-09,5,0.00125,541.39,Broker,134,Borrower Delay,2023-02-14,2023-02-19,5,541.39,1,1–2 Extensions
92375,70005960,1,2023-03-06,15,0.0025,855.08,Loan Officer,135,Borrower Delay,2023-03-08,2023-03-23,15,855.08,1,1–2 Extensions
92376,70005963,1,2023-02-17,15,0.0025,646.13,Loan Officer,135,Rate Shopping,2023-02-19,2023-03-06,45,1938.3899999999999,3,3+ Extensions
92377,70005963,2,2023-03-05,15,0.0025,646.13,Broker,134,Appraisal Delay,2023-03-06,2023-03-21,45,1938.3899999999999,3,3+ Extensions
92378,70005963,3,2023-03-16,15,0.0025,646.13,Broker,126,Appraisal Delay,2023-03-21,2023-04-05,45,1938.3899999999999,3,3+ Extensions
92379,70005977,1,2023-03-22,15,0.0025,506.52,Loan Officer,125,Appraisal Delay,2023-03-23,2023-04-07,60,2026.08,4,3+ Extensions
92380,70005977,2,2023-04-02,15,0.0025,506.52,Broker,131,Underwriting Conditions,2023-04-07,2023-04-22,60,2026.08,4,3+ Extensions
92381,70005977,3,2023-04-20,15,0.0025,506.52,Broker,138,Appraisal Delay,2023-04-22,2023-05-07,60,2026.08,4,3+ Extensions
92382,70005977,4,2023-05-02,15,0.0025,506.52,Broker,131,Underwriting Conditions,2023-05-07,2023-05-22,60,2026.08,4,3+ Extensions
92383,70005979,1,2023-05-11,15,0.0025,1845.57,Loan Officer,137,Borrower Delay,2023-05-16,2023-05-31,15,1845.57,1,1–2 Extensions
92384,70005981,1,2023-03-15,5,0.00125,625.41,Loan Officer,135,Underwriting Conditions,2023-03-16,2023-03-21,20,1876.23,2,1–2 Extensions
92385,70005981,2,2023-03-16,15,0.0025,1250.82,Broker,134,Rate Shopping,2023-03-21,2023-04-05,20,1876.23,2,1–2 Extensions
92386,70005982,1,2023-03-20,15,0.0025,1622.76,Loan Officer,139,Appraisal Delay,2023-03-25,2023-04-09,15,1622.76,1,1–2 Extensions
92387,70005985,1,2023-03-10,5,0.00125,334.84,Processor,129,Appraisal Delay,2023-03-15,2023-03-20,5,334.84,1,1–2 Extensions
92388,70005988,1,2023-04-28,15,0.0025,851.08,Loan Officer,133,Appraisal Delay,2023-05-03,2023-05-18,30,1702.16,2,1–2 Extensions
92389,70005988,2,2023-05-17,15,0.0025,851.08,Broker,139,Underwriting Conditions,2023-05-18,2023-06-02,30,1702.16,2,1–2 Extensions
92390,70005990,1,2023-02-13,15,0.0025,2118.24,Processor,130,Title Issues,2023-02-18,2023-03-05,15,2118.24,1,1–2 Extensions
92391,70006008,1,2023-04-19,15,0.0025,1059.26,Loan Officer,133,Title Issues,2023-04-22,2023-05-07,35,2648.15,3,3+ Extensions
92392,70006008,2,2023-05-03,5,0.00125,529.63,Loan Officer,137,Rate Shopping,2023-05-07,2023-05-12,35,2648.15,3,3+ Extensions
92393,70006008,3,2023-05-07,15,0.0025,1059.26,Broker,133,Title Issues,2023-05-12,2023-05-27,35,2648.15,3,3+ Extensions
92394,70006011,1,2023-04-04,15,0.0025,1326.53,Loan Officer,125,Appraisal Delay,2023-04-09,2023-04-24,30,2653.06,2,1–2 Extensions
92395,70006011,2,2023-04-21,15,0.0025,1326.53,Loan Officer,137,Underwriting Conditions,2023-04-24,2023-05-09,30,2653.06,2,1–2 Extensions
92396,70006013,1,2023-02-09,5,0.00125,783.61,Loan Officer,139,Title Issues,2023-02-13,2023-02-18,10,1567.22,2,1–2 Extensions
92397,70006013,2,2023-02-14,5,0.00125,783.61,Loan Officer,134,Rate Shopping,2023-02-18,2023-02-23,10,1567.22,2,1–2 Extensions
92398,70006016,1,2023-03-08,5,0.00125,417.5,Broker,134,Rate Shopping,2023-03-12,2023-03-17,5,417.5,1,1–2 Extensions
92399,70006023,1,2023-05-30,5,0.00125,812.49,Broker,133,Borrower Delay,2023-06-04,2023-06-09,20,2437.4700000000003,2,1–2 Extensions
92400,70006023,2,2023-06-06,15,0.0025,1624.98,Processor,135,Title Issues,2023-06-09,2023-06-24,20,2437.4700000000003,2,1–2 Extensions
92401,70006025,1,2023-04-13,5,0.00125,341.1,Processor,127,Underwriting Conditions,2023-04-17,2023-04-22,5,341.1,1,1–2 Extensions
92402,70006026,1,2023-04-07,15,0.0025,1041.38,Processor,139,Rate Shopping,2023-04-11,2023-04-26,15,1041.38,1,1–2 Extensions
92403,70006028,1,2023-04-30,5,0.00125,204.56,Loan Officer,135,Borrower Delay,2023-05-02,2023-05-07,5,204.56,1,1–2 Extensions
92404,70006029,1,2023-04-15,5,0.00125,445.47,Broker,126,Title Issues,2023-04-20,2023-04-25,5,445.47,1,1–2 Extensions
92405,70006030,1,2023-04-19,5,0.00125,798.38,Processor,126,Borrower Delay,2023-04-24,2023-04-29,5,798.38,1,1–2 Extensions
92406,70006041,1,2023-04-25,5,0.00125,406.02,Broker,133,Underwriting Conditions,2023-04-28,2023-05-03,5,406.02,1,1–2 Extensions
92407,70006044,1,2023-04-07,15,0.0025,1216.72,Processor,128,Rate Shopping,2023-04-09,2023-04-24,15,1216.72,1,1–2 Extensions
92408,70006045,1,2023-03-21,15,0.0025,1419.58,Broker,135,Appraisal Delay,2023-03-23,2023-04-07,15,1419.58,1,1–2 Extensions
92409,70006053,1,2023-03-26,15,0.0025,1234.48,Loan Officer,139,Borrower Delay,2023-03-27,2023-04-11,20,1851.72,2,1–2 Extensions
92410,70006053,2,2023-04-07,5,0.00125,617.24,Broker,137,Title Issues,2023-04-11,2023-04-16,20,1851.72,2,1–2 Extensions
92411,70006055,1,2023-02-28,5,0.00125,418.35,Broker,128,Rate Shopping,2023-03-01,2023-03-06,35,2091.73,3,3+ Extensions
92412,70006055,2,2023-03-03,15,0.0025,836.69,Broker,127,Rate Shopping,2023-03-06,2023-03-21,35,2091.73,3,3+ Extensions
