Loan Number,Application Date,Lock Date,Funding Date,Loan Amount,Property State,Property Type,Occupancy Type,Loan Purpose,Channel,Product Type,Interest Rate,FICO,CLTV,DTI,Lock Term (days),Loan Status,loan_officer_id,Account Executive ID,Underwriter ID,Processor ID,Compensation (BPS),Compensation ($),Branch ID,Pull Through Flag,Extension Count,Is Funded,Loan Age (Days),Days To Fund,App To Lock Days,Lock To Fund Days,FICO Bucket,CLTV Bucket,High DTI Flag,Total Time In Process,Loan Status Simplified,Loan Purpose Simplified
70003845,2023-03-27,2023-03-30,,176381,Sc,Sfr,Primary,Refi Co,Retail,Jumbo,6.867,731,72,45,30,Withdrawn,107,,135,147,90,1587.43,22,0,0,0,1116,,3,,Prime+ (700-739),71-80%,0,3.0,Withdrawn,Refinance
70003846,2023-03-03,2023-03-05,2023-03-30,603714,Ca,Sfr,Investment,Refi Co,Retail,Conventional,6.457,764,77,37,30,Funded,124,,129,148,90,5433.43,12,1,0,1,1140,27.0,2,25.0,Excellent (740-799),71-80%,0,27.0,Funded,Refinance
70003847,2023-02-23,2023-02-28,2023-04-02,280794,Tn,Sfr,Investment,Refi Rt,Wholesale,Conventional,6.098,677,66,38,30,Funded,113,163.0,137,145,98,2751.78,18,1,0,1,1148,38.0,5,33.0,Prime (660-699),61-70%,0,38.0,Funded,Refinance
70003848,2023-02-26,2023-03-02,2023-04-11,358679,Fl,Condo,Primary,Refi Rt,Retail,Conventional,6.144,699,82,41,30,Funded,117,,135,142,83,2977.04,18,1,1,1,1145,44.0,4,40.0,Prime (660-699),81-90%,0,44.0,Funded,Refinance
70003849,2023-03-20,2023-03-25,,769901,Ny,Sfr,Primary,Purchase,Wholesale,Jumbo,7.021,656,98,22,30,Suspended,110,163.0,126,141,103,7929.98,22,0,0,0,1123,,5,,Near Prime (620-659),91-100%,0,5.0,Suspended,Purchase
70003850,2023-03-09,2023-03-12,2023-04-24,293873,Ga,2-4 Unit,Primary,Purchase,Wholesale,Fha,5.796,730,84,35,30,Funded,124,162.0,128,149,70,2057.11,12,1,1,1,1134,46.0,3,43.0,Prime+ (700-739),81-90%,0,46.0,Funded,Purchase
70003851,2023-01-10,2023-01-10,,278550,Ga,Sfr,Primary,Refi Rt,Wholesale,Va,6.219,727,73,44,30,Denied,113,161.0,125,153,110,3064.05,18,0,0,0,1192,,0,,Prime+ (700-739),71-80%,0,0.0,Withdrawn,Refinance
70003852,2023-03-06,2023-03-10,,416986,Il,Sfr,Primary,Purchase,Wholesale,Jumbo,6.541,758,88,43,30,Withdrawn,121,160.0,138,153,124,5170.63,18,0,0,0,1137,,4,,Excellent (740-799),81-90%,0,4.0,Withdrawn,Purchase
70003853,2023-02-07,2023-02-10,,292386,Sc,Condo,Primary,Purchase,Retail,Conventional,6.008,718,84,37,45,Denied,124,,126,145,83,2426.8,12,0,0,0,1164,,3,,Prime+ (700-739),81-90%,0,3.0,Withdrawn,Purchase
70003854,2023-01-17,2023-01-17,2023-02-09,448086,Fl,Sfr,Investment,Refi Rt,Retail,Fha,5.235,713,78,29,45,Funded,117,,136,153,88,3943.16,18,1,0,1,1185,23.0,0,23.0,Prime+ (700-739),71-80%,0,23.0,Funded,Refinance
70003855,2023-03-26,2023-03-30,,751634,Ca,Condo,Investment,Purchase,Wholesale,Jumbo,6.899,737,74,35,45,Withdrawn,103,160.0,132,140,103,7741.83,30,0,0,0,1117,,4,,Prime+ (700-739),71-80%,0,4.0,Withdrawn,Purchase
70003856,2023-03-20,2023-03-23,2023-04-17,579180,Ca,Sfr,Investment,Refi Rt,Retail,Va,5.544,730,86,35,30,Funded,108,,131,154,101,5849.72,12,1,0,1,1123,28.0,3,25.0,Prime+ (700-739),81-90%,0,28.0,Funded,Refinance
70003857,2023-01-20,2023-01-25,,499927,Il,Condo,Primary,Purchase,Retail,Fha,5.858,681,73,29,60,Suspended,103,,131,148,91,4549.34,30,0,0,0,1182,,5,,Prime (660-699),71-80%,0,5.0,Suspended,Purchase
70003858,2023-01-01,2023-01-02,2023-02-07,162288,Sc,Condo,Primary,Purchase,Wholesale,Conventional,6.03,740,86,44,15,Funded,119,155.0,133,140,125,2028.6,35,1,1,1,1201,37.0,1,36.0,Excellent (740-799),81-90%,0,37.0,Funded,Purchase
70003859,2023-03-10,2023-03-12,2023-04-08,721133,Ca,Sfr,Second Home,Purchase,Retail,Conventional,6.732,733,87,33,30,Funded,117,,127,143,77,5552.72,18,1,2,1,1133,29.0,2,27.0,Prime+ (700-739),81-90%,0,29.0,Funded,Purchase
70003860,2023-01-09,2023-01-10,,318275,Sc,Sfr,Investment,Purchase,Wholesale,Conventional,6.459,721,91,41,30,Denied,108,158.0,134,148,103,3278.23,12,0,0,0,1193,,1,,Prime+ (700-739),91-100%,0,1.0,Withdrawn,Purchase
70003861,2023-03-07,2023-03-12,2023-04-16,210385,Nc,Sfr,Primary,Refi Rt,Retail,Conventional,6.331,702,79,43,60,Funded,116,,129,152,120,2524.62,22,1,0,1,1136,40.0,5,35.0,Prime+ (700-739),71-80%,0,40.0,Funded,Refinance
70003862,2023-01-19,2023-01-22,2023-03-02,253698,Nc,Sfr,Primary,Refi Rt,Retail,Conventional,6.289,805,80,35,45,Funded,118,,133,149,80,2029.58,18,1,0,1,1183,42.0,3,39.0,Elite (800+),71-80%,0,42.0,Funded,Refinance
70003863,2023-03-19,2023-03-19,2023-05-05,604422,Ca,2-4 Unit,Primary,Purchase,Retail,Jumbo,6.852,686,81,29,45,Funded,109,,131,151,136,8220.14,12,1,4,1,1124,47.0,0,47.0,Prime (660-699),81-90%,0,47.0,Funded,Purchase
70003864,2023-01-23,2023-01-25,,239605,Ga,Sfr,Investment,Refi Co,Retail,Fha,5.824,753,85,37,45,Withdrawn,121,,139,140,127,3042.98,18,0,0,0,1179,,2,,Excellent (740-799),81-90%,0,2.0,Withdrawn,Refinance
70003865,2023-01-23,2023-01-26,2023-02-16,465518,Fl,Sfr,Primary,Purchase,Retail,Fha,5.702,820,88,35,30,Funded,110,,135,141,101,4701.73,22,1,4,1,1179,24.0,3,21.0,Elite (800+),81-90%,0,24.0,Funded,Purchase
70003866,2023-01-11,2023-01-12,2023-01-31,491787,Ca,Sfr,Primary,Refi Rt,Wholesale,Fha,5.588,665,84,40,30,Funded,100,162.0,137,148,123,6048.98,22,1,0,1,1191,20.0,1,19.0,Prime (660-699),81-90%,0,20.0,Funded,Refinance
70003867,2023-02-17,2023-02-17,,584379,Ny,Condo,Primary,Purchase,Wholesale,Conventional,6.276,740,99,36,30,Withdrawn,114,159.0,133,151,104,6077.54,35,0,0,0,1154,,0,,Excellent (740-799),91-100%,0,0.0,Withdrawn,Purchase
70003868,2023-02-24,2023-02-27,,365668,Tn,Condo,Primary,Purchase,Wholesale,Conventional,6.345,765,77,31,15,Denied,106,158.0,127,143,116,4241.75,12,0,0,0,1147,,3,,Excellent (740-799),71-80%,0,3.0,Withdrawn,Purchase
70003869,2023-03-26,2023-03-28,2023-04-26,420706,Tx,Sfr,Primary,Refi Co,Retail,Conventional,6.052,770,85,34,30,Funded,102,,134,146,111,4669.84,18,1,1,1,1117,31.0,2,29.0,Excellent (740-799),81-90%,0,31.0,Funded,Refinance
70003870,2023-02-05,2023-02-07,,585348,Ny,Sfr,Primary,Purchase,Retail,Jumbo,7.275,741,75,42,45,Denied,104,,130,145,89,5209.6,30,0,0,0,1166,,2,,Excellent (740-799),71-80%,0,2.0,Withdrawn,Purchase
70003871,2023-03-06,2023-03-10,,670598,Ca,Condo,Primary,Purchase,Retail,Conventional,6.806,659,93,33,30,Suspended,124,,130,147,78,5230.66,12,0,0,0,1137,,4,,Near Prime (620-659),91-100%,0,4.0,Suspended,Purchase
70003872,2023-02-22,2023-02-25,2023-04-02,445671,Va,Sfr,Second Home,Refi Rt,Wholesale,Fha,5.787,742,75,37,45,Funded,108,160.0,139,151,98,4367.58,12,1,0,1,1149,39.0,3,36.0,Excellent (740-799),71-80%,0,39.0,Funded,Refinance
70003873,2023-03-02,2023-03-04,2023-04-24,401731,Il,2-4 Unit,Primary,Purchase,Retail,Va,6.245,629,81,33,45,Funded,115,,128,141,125,5021.64,18,1,1,1,1141,53.0,2,51.0,Near Prime (620-659),81-90%,0,53.0,Funded,Purchase
70003874,2023-01-17,2023-01-19,,323616,Sc,Condo,Primary,Refi Rt,Retail,Conventional,6.445,748,87,39,60,Canceled,116,,129,145,116,3753.95,22,0,0,0,1185,,2,,Excellent (740-799),81-90%,0,2.0,Withdrawn,Refinance
70003875,2023-04-01,2023-04-01,2023-05-03,425535,Tx,Condo,Primary,Refi Co,Retail,Conventional,6.019,676,91,38,45,Funded,121,,127,151,127,5404.29,18,1,1,1,1111,32.0,0,32.0,Prime (660-699),91-100%,0,32.0,Funded,Refinance
70003876,2023-02-14,2023-02-14,2023-04-03,290917,Tx,Sfr,Primary,Purchase,Retail,Conventional,6.259,699,87,31,15,Funded,105,,139,153,108,3141.9,12,1,0,1,1157,48.0,0,48.0,Prime (660-699),81-90%,0,48.0,Funded,Purchase
70003877,2023-03-12,2023-03-12,2023-04-25,637322,Ca,Sfr,Primary,Refi Rt,Wholesale,Fha,5.677,769,84,51,45,Funded,120,160.0,134,153,88,5608.43,35,1,0,1,1131,44.0,0,44.0,Excellent (740-799),81-90%,1,44.0,Funded,Refinance
70003878,2023-03-21,2023-03-21,2023-04-25,502830,Il,Sfr,Primary,Refi Rt,Wholesale,Va,6.462,744,88,36,30,Funded,111,158.0,131,142,86,4324.34,18,1,0,1,1122,35.0,0,35.0,Excellent (740-799),81-90%,0,35.0,Funded,Refinance
70003879,2023-01-04,2023-01-05,2023-02-27,212432,Nc,Sfr,Primary,Refi Co,Retail,Conventional,6.211,750,95,25,15,Funded,104,,127,142,97,2060.59,30,1,3,1,1198,54.0,1,53.0,Excellent (740-799),91-100%,0,54.0,Funded,Refinance
70003880,2023-02-15,2023-02-16,2023-04-09,210520,Sc,Sfr,Primary,Purchase,Wholesale,Conventional,6.312,621,80,29,45,Funded,100,161.0,129,146,135,2842.02,22,1,0,1,1156,53.0,1,52.0,Near Prime (620-659),71-80%,0,53.0,Funded,Purchase
70003881,2023-02-27,2023-02-27,2023-04-24,572344,Tx,Sfr,Primary,Purchase,Retail,Conventional,5.902,751,84,30,30,Funded,119,,136,141,110,6295.78,35,1,1,1,1144,56.0,0,56.0,Excellent (740-799),81-90%,0,56.0,Funded,Purchase
70003882,2023-03-04,2023-03-05,2023-04-20,553916,Ny,Condo,Primary,Purchase,Retail,Conventional,6.401,707,78,30,45,Funded,124,,125,142,87,4819.07,12,1,0,1,1139,47.0,1,46.0,Prime+ (700-739),71-80%,0,47.0,Funded,Purchase
70003883,2023-01-26,2023-01-26,2023-02-27,722945,Ca,Sfr,Investment,Purchase,Wholesale,Va,5.577,789,90,22,30,Funded,104,155.0,136,147,81,5855.85,30,1,2,1,1176,32.0,0,32.0,Excellent (740-799),81-90%,0,32.0,Funded,Purchase
70003884,2023-03-30,2023-04-04,,335845,Fl,Condo,Primary,Purchase,Wholesale,Conventional,6.027,787,81,33,45,Withdrawn,120,161.0,136,145,82,2753.93,35,0,0,0,1113,,5,,Excellent (740-799),81-90%,0,5.0,Withdrawn,Purchase
70003885,2023-02-18,2023-02-22,,566800,Ca,Sfr,Second Home,Refi Co,Wholesale,Conventional,5.577,759,87,53,45,Suspended,108,163.0,127,151,90,5101.2,12,0,0,0,1153,,4,,Excellent (740-799),81-90%,1,4.0,Suspended,Refinance
70003886,2023-01-03,2023-01-03,2023-02-09,223425,Va,Condo,Second Home,Purchase,Wholesale,Jumbo,6.91,752,65,41,30,Funded,115,155.0,136,141,125,2792.81,18,1,1,1,1199,37.0,0,37.0,Excellent (740-799),61-70%,0,37.0,Funded,Purchase
70003887,2023-01-31,2023-02-04,2023-03-22,323845,Tx,Sfr,Primary,Purchase,Wholesale,Fha,5.945,697,82,37,30,Funded,113,157.0,137,152,91,2946.99,18,1,1,1,1171,50.0,4,46.0,Prime (660-699),81-90%,0,50.0,Funded,Purchase
70003888,2023-01-19,2023-01-20,2023-03-06,539533,Il,Sfr,Primary,Purchase,Retail,Conventional,6.659,774,71,47,30,Funded,113,,126,140,109,5880.91,18,1,1,1,1183,46.0,1,45.0,Excellent (740-799),71-80%,1,46.0,Funded,Purchase
70003889,2023-01-07,2023-01-07,2023-03-06,253382,Nc,Sfr,Primary,Refi Co,Retail,Conventional,6.566,725,66,27,45,Funded,124,,128,149,85,2153.75,12,1,0,1,1195,58.0,0,58.0,Prime+ (700-739),61-70%,0,58.0,Funded,Refinance
70003890,2023-01-27,2023-01-29,2023-03-02,872874,Ca,Sfr,Primary,Purchase,Wholesale,Jumbo,6.73,721,85,37,45,Funded,102,160.0,130,151,126,10998.21,18,1,1,1,1175,34.0,2,32.0,Prime+ (700-739),81-90%,0,34.0,Funded,Purchase
70003891,2023-03-28,2023-04-01,2023-05-19,252158,Nc,Sfr,Primary,Purchase,Retail,Conventional,6.258,729,82,44,60,Funded,124,,128,151,80,2017.26,12,1,1,1,1115,52.0,4,48.0,Prime+ (700-739),81-90%,0,52.0,Funded,Purchase
70003892,2023-01-18,2023-01-19,2023-02-19,518156,Ca,Sfr,Primary,Purchase,Retail,Jumbo,7.223,778,95,37,30,Funded,120,,133,141,84,4352.51,35,1,0,1,1184,32.0,1,31.0,Excellent (740-799),91-100%,0,32.0,Funded,Purchase
70003893,2023-02-16,2023-02-21,2023-03-25,240907,Tn,Sfr,Investment,Purchase,Retail,Fha,5.519,774,86,30,30,Funded,110,,132,140,108,2601.8,22,1,0,1,1155,37.0,5,32.0,Excellent (740-799),81-90%,0,37.0,Funded,Purchase
70003894,2023-02-27,2023-02-28,2023-04-24,278845,Ga,Condo,Primary,Purchase,Retail,Conventional,6.22,739,86,28,15,Funded,115,,126,142,122,3401.91,18,1,0,1,1144,56.0,1,55.0,Prime+ (700-739),81-90%,0,56.0,Funded,Purchase
70003895,2023-01-30,2023-01-30,,663892,Ny,Sfr,Investment,Purchase,Wholesale,Conventional,5.985,676,87,47,30,Withdrawn,123,164.0,134,149,95,6306.97,35,0,0,0,1172,,0,,Prime (660-699),81-90%,1,0.0,Withdrawn,Purchase
70003896,2023-02-25,2023-03-02,,307997,Nc,Sfr,Primary,Refi Rt,Retail,Jumbo,7.443,707,72,31,30,Denied,103,,126,153,100,3079.97,30,0,0,0,1146,,5,,Prime+ (700-739),71-80%,0,5.0,Withdrawn,Refinance
70003897,2023-03-13,2023-03-14,2023-04-25,853649,Ny,Sfr,Primary,Purchase,Retail,Jumbo,6.655,715,61,30,30,Funded,117,,137,143,76,6487.73,18,1,0,1,1130,43.0,1,42.0,Prime+ (700-739),61-70%,0,43.0,Funded,Purchase
70003898,2023-03-05,2023-03-07,2023-05-01,393159,Ga,Sfr,Primary,Purchase,Retail,Va,5.962,695,88,31,60,Funded,113,,134,141,90,3538.43,18,1,0,1,1138,57.0,2,55.0,Prime (660-699),81-90%,0,57.0,Funded,Purchase
70003899,2023-02-21,2023-02-21,2023-04-06,390657,Il,Sfr,Primary,Purchase,Retail,Conventional,6.38,788,81,37,30,Funded,108,,135,150,107,4180.03,12,1,0,1,1150,44.0,0,44.0,Excellent (740-799),81-90%,0,44.0,Funded,Purchase
70003900,2023-01-04,2023-01-07,2023-01-24,414345,Tx,Condo,Investment,Refi Rt,Retail,Fha,5.576,692,77,27,30,Funded,106,,137,153,104,4309.19,12,1,0,1,1198,20.0,3,17.0,Prime (660-699),71-80%,0,20.0,Funded,Refinance
70003901,2023-01-08,2023-01-13,2023-01-30,346657,Il,Sfr,Primary,Purchase,Wholesale,Conventional,5.819,718,74,36,45,Funded,116,158.0,133,145,114,3951.89,22,1,0,1,1194,22.0,5,17.0,Prime+ (700-739),71-80%,0,22.0,Funded,Purchase
70003902,2023-03-13,2023-03-17,2023-04-30,377521,Ga,Sfr,Primary,Refi Rt,Retail,Fha,5.682,725,78,32,30,Funded,116,,137,143,117,4417.0,22,1,0,1,1130,48.0,4,44.0,Prime+ (700-739),71-80%,0,48.0,Funded,Refinance
70003903,2023-03-05,2023-03-09,2023-03-30,410301,Tx,Sfr,Primary,Refi Co,Retail,Jumbo,7.116,760,71,29,15,Funded,115,,132,150,134,5498.03,18,1,0,1,1138,25.0,4,21.0,Excellent (740-799),71-80%,0,25.0,Funded,Refinance
70003904,2023-01-01,2023-01-02,2023-02-06,374139,Fl,Sfr,Investment,Purchase,Retail,Conventional,6.237,722,78,30,30,Funded,103,,132,150,98,3666.56,30,1,1,1,1201,36.0,1,35.0,Prime+ (700-739),71-80%,0,36.0,Funded,Purchase
70003905,2023-03-06,2023-03-08,2023-05-05,724682,Ny,Sfr,Second Home,Purchase,Retail,Va,5.621,741,86,40,30,Funded,105,,136,141,104,7536.69,12,1,0,1,1137,60.0,2,58.0,Excellent (740-799),81-90%,0,60.0,Funded,Purchase
70003906,2023-03-12,2023-03-16,2023-04-07,289017,Nc,2-4 Unit,Primary,Refi Rt,Wholesale,Va,5.527,753,69,46,45,Funded,111,163.0,135,150,82,2369.94,18,1,1,1,1131,26.0,4,22.0,Excellent (740-799),61-70%,1,26.0,Funded,Refinance
70003907,2023-01-10,2023-01-14,2023-02-23,217857,Sc,Condo,Investment,Purchase,Retail,Conventional,5.86,692,86,40,30,Funded,102,,133,151,113,2461.78,18,1,2,1,1192,44.0,4,40.0,Prime (660-699),81-90%,0,44.0,Funded,Purchase
70003908,2023-02-09,2023-02-12,2023-03-22,685483,Ny,Condo,Primary,Refi Rt,Retail,Va,5.625,687,89,29,30,Funded,119,,137,147,118,8088.7,35,1,0,1,1162,41.0,3,38.0,Prime (660-699),81-90%,0,41.0,Funded,Refinance
70003909,2023-01-06,2023-01-11,2023-01-26,224256,Tn,Sfr,Primary,Refi Rt,Wholesale,Fha,6.006,705,80,28,45,Funded,116,158.0,137,143,108,2421.96,22,1,2,1,1196,20.0,5,15.0,Prime+ (700-739),71-80%,0,20.0,Funded,Refinance
70003910,2023-01-17,2023-01-22,2023-03-02,557556,Ca,Sfr,Primary,Purchase,Wholesale,Conventional,6.384,718,76,38,30,Funded,112,164.0,131,150,92,5129.52,22,1,1,1,1185,44.0,5,39.0,Prime+ (700-739),71-80%,0,44.0,Funded,Purchase
70003911,2023-02-19,2023-02-24,2023-04-12,375693,Tx,Condo,Investment,Refi Rt,Wholesale,Va,5.945,744,80,39,45,Funded,120,161.0,131,151,89,3343.67,35,1,0,1,1152,52.0,5,47.0,Excellent (740-799),71-80%,0,52.0,Funded,Refinance
70003912,2023-02-07,2023-02-11,2023-03-29,474876,Il,Sfr,Primary,Purchase,Wholesale,Fha,6.326,741,67,30,60,Funded,106,163.0,136,150,116,5508.56,12,1,0,1,1164,50.0,4,46.0,Excellent (740-799),61-70%,0,50.0,Funded,Purchase
70003913,2023-03-01,2023-03-03,,358641,Nc,Condo,Primary,Purchase,Wholesale,Fha,5.863,707,73,22,30,Suspended,118,162.0,128,144,87,3120.18,18,0,0,0,1142,,2,,Prime+ (700-739),71-80%,0,2.0,Suspended,Purchase
70003914,2023-03-30,2023-03-30,2023-05-23,443190,Va,Condo,Primary,Refi Rt,Retail,Conventional,6.134,734,85,43,15,Funded,111,,129,153,88,3900.07,18,1,0,1,1113,54.0,0,54.0,Prime+ (700-739),81-90%,0,54.0,Funded,Refinance
70003915,2023-02-16,2023-02-17,2023-04-05,284883,Nc,Sfr,Investment,Purchase,Retail,Conventional,6.693,704,92,36,45,Funded,121,,133,149,134,3817.43,18,1,0,1,1155,48.0,1,47.0,Prime+ (700-739),91-100%,0,48.0,Funded,Purchase
70003916,2023-03-22,2023-03-26,2023-05-12,624299,Ny,Sfr,Primary,Refi Rt,Wholesale,Conventional,6.116,705,81,37,45,Funded,112,158.0,134,152,95,5930.84,22,1,0,1,1121,51.0,4,47.0,Prime+ (700-739),81-90%,0,51.0,Funded,Refinance
70003917,2023-03-08,2023-03-12,2023-03-28,269965,Ga,Condo,Primary,Refi Rt,Retail,Conventional,6.241,718,90,28,45,Funded,113,,127,143,109,2942.62,18,1,0,1,1135,20.0,4,16.0,Prime+ (700-739),81-90%,0,20.0,Funded,Refinance
70003918,2023-03-25,2023-03-25,,542067,Fl,Sfr,Second Home,Purchase,Retail,Va,5.898,736,79,45,30,Denied,100,,135,148,131,7101.08,22,0,0,0,1118,,0,,Prime+ (700-739),71-80%,0,0.0,Withdrawn,Purchase
70003919,2023-02-06,2023-02-10,2023-04-04,413583,Il,Sfr,Primary,Purchase,Wholesale,Conventional,6.07,609,84,36,30,Funded,112,158.0,128,144,92,3804.96,22,1,0,1,1165,57.0,4,53.0,Fair (580-619),81-90%,0,57.0,Funded,Purchase
70003920,2023-01-07,2023-01-11,2023-02-28,353044,Ga,Sfr,Primary,Refi Rt,Wholesale,Conventional,6.359,704,73,37,30,Funded,119,163.0,131,142,115,4060.01,35,1,0,1,1195,52.0,4,48.0,Prime+ (700-739),71-80%,0,52.0,Funded,Refinance
70003921,2023-01-08,2023-01-08,2023-03-08,492765,Va,Sfr,Second Home,Purchase,Wholesale,Conventional,6.569,626,68,32,15,Funded,102,156.0,133,147,123,6061.01,18,1,0,1,1194,59.0,0,59.0,Near Prime (620-659),61-70%,0,59.0,Funded,Purchase
70003922,2023-01-01,2023-01-03,,304892,Tx,Condo,Primary,Refi Rt,Wholesale,Conventional,6.52,688,79,31,45,Suspended,119,155.0,133,154,122,3719.68,35,0,0,0,1201,,2,,Prime (660-699),71-80%,0,2.0,Suspended,Refinance
70003923,2023-01-11,2023-01-12,,246799,Nc,Sfr,Primary,Purchase,Retail,Jumbo,6.867,774,94,38,30,Denied,120,,126,147,79,1949.71,35,0,0,0,1191,,1,,Excellent (740-799),91-100%,0,1.0,Withdrawn,Purchase
70003924,2023-01-12,2023-01-15,,506800,Va,Sfr,Primary,Purchase,Wholesale,Conventional,6.12,733,81,20,30,Denied,105,158.0,128,153,91,4611.88,12,0,0,0,1190,,3,,Prime+ (700-739),81-90%,0,3.0,Withdrawn,Purchase
70003925,2023-02-13,2023-02-15,2023-03-17,537097,Ny,Sfr,Investment,Purchase,Wholesale,Conventional,6.098,782,78,37,30,Funded,112,163.0,128,143,92,4941.29,22,1,0,1,1158,32.0,2,30.0,Excellent (740-799),71-80%,0,32.0,Funded,Purchase
70003926,2023-02-09,2023-02-13,,682798,Ca,Sfr,Primary,Purchase,Retail,Conventional,6.376,741,88,38,45,Denied,100,,126,149,125,8534.98,22,0,0,0,1162,,4,,Excellent (740-799),81-90%,0,4.0,Withdrawn,Purchase
70003927,2023-02-16,2023-02-17,2023-04-08,614124,Ca,Sfr,Second Home,Refi Rt,Wholesale,Va,5.802,704,66,39,45,Funded,116,158.0,135,141,102,6264.06,22,1,0,1,1155,51.0,1,50.0,Prime+ (700-739),61-70%,0,51.0,Funded,Refinance
70003928,2023-02-09,2023-02-11,2023-03-23,292042,Sc,2-4 Unit,Primary,Refi Co,Retail,Conventional,6.187,706,87,35,45,Funded,100,,134,140,122,3562.91,22,1,0,1,1162,42.0,2,40.0,Prime+ (700-739),81-90%,0,42.0,Funded,Refinance
70003929,2023-01-26,2023-01-28,2023-03-03,408459,Il,Sfr,Primary,Purchase,Wholesale,Jumbo,6.389,624,81,34,45,Funded,120,160.0,136,146,87,3553.59,35,1,0,1,1176,36.0,2,34.0,Near Prime (620-659),81-90%,0,36.0,Funded,Purchase
70003930,2023-01-27,2023-01-28,,308087,Va,Sfr,Primary,Refi Rt,Retail,Va,5.68,738,83,30,30,Canceled,124,,129,152,83,2557.12,12,0,0,0,1175,,1,,Prime+ (700-739),81-90%,0,1.0,Withdrawn,Refinance
70003931,2023-03-08,2023-03-10,2023-05-05,492570,Tx,Condo,Primary,Refi Rt,Retail,Conventional,6.443,692,81,24,15,Funded,103,,131,153,91,4482.39,30,1,0,1,1135,58.0,2,56.0,Prime (660-699),81-90%,0,58.0,Funded,Refinance
70003932,2023-03-14,2023-03-19,2023-05-08,362002,Il,Sfr,Primary,Refi Co,Retail,Conventional,6.45,789,83,39,60,Funded,113,,130,147,105,3801.02,18,1,0,1,1129,55.0,5,50.0,Excellent (740-799),81-90%,0,55.0,Funded,Refinance
70003933,2023-01-16,2023-01-16,,249693,Tn,Condo,Primary,Refi Rt,Wholesale,Fha,5.736,687,65,41,30,Withdrawn,124,155.0,128,140,77,1922.64,12,0,0,0,1186,,0,,Prime (660-699),61-70%,0,0.0,Withdrawn,Refinance
70003934,2023-01-31,2023-02-04,2023-03-23,273455,Nc,Sfr,Investment,Refi Rt,Retail,Conventional,6.019,732,78,29,30,Funded,114,,131,141,101,2761.9,35,1,0,1,1171,51.0,4,47.0,Prime+ (700-739),71-80%,0,51.0,Funded,Refinance
70003935,2023-03-15,2023-03-18,2023-04-24,227481,Nc,Sfr,Primary,Purchase,Wholesale,Jumbo,7.46,738,82,32,30,Funded,118,158.0,126,143,82,1865.34,18,1,0,1,1128,40.0,3,37.0,Prime+ (700-739),81-90%,0,40.0,Funded,Purchase
70003936,2023-01-11,2023-01-13,2023-03-12,244259,Ga,Sfr,Primary,Purchase,Retail,Conventional,6.25,683,88,41,30,Funded,100,,137,144,130,3175.37,22,1,1,1,1191,60.0,2,58.0,Prime (660-699),81-90%,0,60.0,Funded,Purchase
70003937,2023-03-30,2023-03-30,2023-05-23,760816,Ny,Sfr,Second Home,Refi Rt,Retail,Jumbo,6.623,766,76,27,45,Funded,121,,134,148,122,9281.96,18,1,0,1,1113,54.0,0,54.0,Excellent (740-799),71-80%,0,54.0,Funded,Refinance
70003938,2023-03-10,2023-03-15,2023-04-12,364898,Sc,Sfr,Primary,Refi Rt,Retail,Conventional,6.238,718,84,22,30,Funded,116,,131,153,108,3940.9,22,1,0,1,1133,33.0,5,28.0,Prime+ (700-739),81-90%,0,33.0,Funded,Refinance
70003939,2023-03-24,2023-03-29,,244405,Tn,Condo,Primary,Purchase,Retail,Jumbo,7.313,795,89,39,30,Suspended,104,,129,142,89,2175.2,30,0,0,0,1119,,5,,Excellent (740-799),81-90%,0,5.0,Suspended,Purchase
70003940,2023-01-26,2023-01-29,2023-02-23,320706,Tn,Sfr,Primary,Purchase,Retail,Conventional,6.133,720,81,29,30,Funded,116,,137,147,116,3720.19,22,1,2,1,1176,28.0,3,25.0,Prime+ (700-739),81-90%,0,28.0,Funded,Purchase
70003941,2023-03-11,2023-03-13,2023-04-04,615808,Ca,Sfr,Primary,Purchase,Wholesale,Conventional,6.58,647,69,34,30,Funded,100,164.0,130,147,127,7820.76,22,1,0,1,1132,24.0,2,22.0,Near Prime (620-659),61-70%,0,24.0,Funded,Purchase
70003942,2023-01-05,2023-01-08,2023-02-28,428294,Il,Sfr,Primary,Purchase,Retail,Conventional,6.644,803,84,26,30,Funded,124,,128,144,77,3297.86,12,1,1,1,1197,54.0,3,51.0,Elite (800+),81-90%,0,54.0,Funded,Purchase
70003943,2023-01-16,2023-01-20,,278796,Tn,Sfr,Investment,Refi Rt,Wholesale,Fha,5.724,690,75,47,30,Suspended,108,163.0,132,142,94,2620.68,12,0,0,0,1186,,4,,Prime (660-699),71-80%,1,4.0,Suspended,Refinance
70003944,2023-02-11,2023-02-16,2023-03-14,743568,Ca,2-4 Unit,Primary,Purchase,Wholesale,Jumbo,6.551,757,76,35,30,Funded,105,158.0,125,144,97,7212.61,12,1,1,1,1160,31.0,5,26.0,Excellent (740-799),71-80%,0,31.0,Funded,Purchase
70003945,2023-02-27,2023-03-02,,398437,Tn,Sfr,Investment,Purchase,Retail,Conventional,7.058,745,74,40,30,Canceled,113,,126,145,107,4263.28,18,0,0,0,1144,,3,,Excellent (740-799),71-80%,0,3.0,Withdrawn,Purchase
